 (1, 0, 0, 0, 0, 0, 0), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6), (0, 1/6, 1/6, 1/6, 1/6, 1/6, 1/6) 
 (25/54, 7/27, 7/27, 7/27, -4/27, 1/18, -4/27), (7/27, 5/27, 5/27, 5/27, 1/27, 1/9, 1/27), (7/27, 5/27, 5/27, 5/27, 1/27, 1/9, 1/27), (7/27, 5/27, 5/27, 5/27, 1/27, 1/9, 1/27), (-4/27, 1/27, 1/27, 1/27, 11/27, 2/9, 11/27), (1/18, 1/9, 1/9, 1/9, 2/9, 1/6, 2/9), (-4/27, 1/27, 1/27, 1/27, 11/27, 2/9, 11/27) 
 (25/77, 1/7, 25/77, 18/77, 1/7, -3/77, -10/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (25/77, 1/7, 25/77, 18/77, 1/7, -3/77, -10/77), (18/77, 1/7, 18/77, 29/154, 1/7, 4/77, 1/154), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-3/77, 1/7, -3/77, 4/77, 1/7, 25/77, 32/77), (-10/77, 1/7, -10/77, 1/154, 1/7, 32/77, 85/154) 
 (25/77, 1/7, 25/77, 18/77, -3/77, 1/7, -10/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (25/77, 1/7, 25/77, 18/77, -3/77, 1/7, -10/77), (18/77, 1/7, 18/77, 29/154, 4/77, 1/7, 1/154), (-3/77, 1/7, -3/77, 4/77, 25/77, 1/7, 32/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-10/77, 1/7, -10/77, 1/154, 32/77, 1/7, 85/154) 
 (25/77, 1/7, 25/77, -3/77, 18/77, -10/77, 1/7), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (25/77, 1/7, 25/77, -3/77, 18/77, -10/77, 1/7), (-3/77, 1/7, -3/77, 25/77, 4/77, 32/77, 1/7), (18/77, 1/7, 18/77, 4/77, 29/154, 1/154, 1/7), (-10/77, 1/7, -10/77, 32/77, 1/154, 85/154, 1/7), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7) 
 (25/77, 18/77, 1/7, 25/77, 1/7, -3/77, -10/77), (18/77, 29/154, 1/7, 18/77, 1/7, 4/77, 1/154), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (25/77, 18/77, 1/7, 25/77, 1/7, -3/77, -10/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-3/77, 4/77, 1/7, -3/77, 1/7, 25/77, 32/77), (-10/77, 1/154, 1/7, -10/77, 1/7, 32/77, 85/154) 
 (25/77, 18/77, 1/7, 25/77, -3/77, 1/7, -10/77), (18/77, 29/154, 1/7, 18/77, 4/77, 1/7, 1/154), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (25/77, 18/77, 1/7, 25/77, -3/77, 1/7, -10/77), (-3/77, 4/77, 1/7, -3/77, 25/77, 1/7, 32/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-10/77, 1/154, 1/7, -10/77, 32/77, 1/7, 85/154) 
 (25/77, 18/77, 1/7, -3/77, 25/77, 1/7, -10/77), (18/77, 29/154, 1/7, 4/77, 18/77, 1/7, 1/154), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-3/77, 4/77, 1/7, 25/77, -3/77, 1/7, 32/77), (25/77, 18/77, 1/7, -3/77, 25/77, 1/7, -10/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-10/77, 1/154, 1/7, 32/77, -10/77, 1/7, 85/154) 
 (25/77, 18/77, 25/77, 1/7, 1/7, -3/77, -10/77), (18/77, 29/154, 18/77, 1/7, 1/7, 4/77, 1/154), (25/77, 18/77, 25/77, 1/7, 1/7, -3/77, -10/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-3/77, 4/77, -3/77, 1/7, 1/7, 25/77, 32/77), (-10/77, 1/154, -10/77, 1/7, 1/7, 32/77, 85/154) 
 (25/77, 25/77, 1/7, 18/77, 1/7, -3/77, -10/77), (25/77, 25/77, 1/7, 18/77, 1/7, -3/77, -10/77), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (18/77, 18/77, 1/7, 29/154, 1/7, 4/77, 1/154), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-3/77, -3/77, 1/7, 4/77, 1/7, 25/77, 32/77), (-10/77, -10/77, 1/7, 1/154, 1/7, 32/77, 85/154) 
 (25/77, 25/77, 18/77, 1/7, 1/7, -3/77, -10/77), (25/77, 25/77, 18/77, 1/7, 1/7, -3/77, -10/77), (18/77, 18/77, 29/154, 1/7, 1/7, 4/77, 1/154), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (-3/77, -3/77, 4/77, 1/7, 1/7, 25/77, 32/77), (-10/77, -10/77, 1/154, 1/7, 1/7, 32/77, 85/154) 
 (25/77, 43/154, 18/77, 29/154, 1/7, 1/154, -27/154), (43/154, 151/616, 65/308, 109/616, 1/7, 25/616, -59/616), (18/77, 65/308, 29/154, 51/308, 1/7, 23/308, -5/308), (29/154, 109/616, 51/308, 95/616, 1/7, 67/616, 39/616), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (1/154, 25/616, 23/308, 67/616, 1/7, 151/616, 235/616), (-27/154, -59/616, -5/308, 39/616, 1/7, 235/616, 431/616) 
 (25/77, 57/154, 15/154, 1/7, 29/154, 1/154, -10/77), (57/154, 263/616, 53/616, 1/7, 123/616, -17/616, -61/308), (15/154, 53/616, 95/616, 1/7, 81/616, 109/616, 65/308), (1/7, 1/7, 1/7, 1/7, 1/7, 1/7, 1/7), (29/154, 123/616, 81/616, 1/7, 95/616, 67/616, 23/308), (1/154, -17/616, 109/616, 1/7, 67/616, 151/616, 107/308), (-10/77, -61/308, 65/308, 1/7, 23/308, 107/308, 85/154) 
 (25/94, -1/47, 17/47, 7/94, 8/47, -1/47, 8/47), (-1/47, 17/47, -7/47, 11/47, 5/47, 17/47, 5/47), (17/47, -7/47, 25/47, 1/47, 9/47, -7/47, 9/47), (7/94, 11/47, 1/47, 17/94, 6/47, 11/47, 6/47), (8/47, 5/47, 9/47, 6/47, 7/47, 5/47, 7/47), (-1/47, 17/47, -7/47, 11/47, 5/47, 17/47, 5/47), (8/47, 5/47, 9/47, 6/47, 7/47, 5/47, 7/47) 
 (25/94, -1/47, 17/47, 8/47, 8/47, 7/94, -1/47), (-1/47, 17/47, -7/47, 5/47, 5/47, 11/47, 17/47), (17/47, -7/47, 25/47, 9/47, 9/47, 1/47, -7/47), (8/47, 5/47, 9/47, 7/47, 7/47, 6/47, 5/47), (8/47, 5/47, 9/47, 7/47, 7/47, 6/47, 5/47), (7/94, 11/47, 1/47, 6/47, 6/47, 17/94, 11/47), (-1/47, 17/47, -7/47, 5/47, 5/47, 11/47, 17/47) 
 (25/94, -1/47, 8/47, -1/47, 17/47, 7/94, 8/47), (-1/47, 17/47, 5/47, 17/47, -7/47, 11/47, 5/47), (8/47, 5/47, 7/47, 5/47, 9/47, 6/47, 7/47), (-1/47, 17/47, 5/47, 17/47, -7/47, 11/47, 5/47), (17/47, -7/47, 9/47, -7/47, 25/47, 1/47, 9/47), (7/94, 11/47, 6/47, 11/47, 1/47, 17/94, 6/47), (8/47, 5/47, 7/47, 5/47, 9/47, 6/47, 7/47) 
 (25/94, -1/47, 8/47, 17/47, -1/47, 7/94, 8/47), (-1/47, 17/47, 5/47, -7/47, 17/47, 11/47, 5/47), (8/47, 5/47, 7/47, 9/47, 5/47, 6/47, 7/47), (17/47, -7/47, 9/47, 25/47, -7/47, 1/47, 9/47), (-1/47, 17/47, 5/47, -7/47, 17/47, 11/47, 5/47), (7/94, 11/47, 6/47, 1/47, 11/47, 17/94, 6/47), (8/47, 5/47, 7/47, 9/47, 5/47, 6/47, 7/47) 
 (25/94, 17/47, -1/47, 7/94, 8/47, -1/47, 8/47), (17/47, 25/47, -7/47, 1/47, 9/47, -7/47, 9/47), (-1/47, -7/47, 17/47, 11/47, 5/47, 17/47, 5/47), (7/94, 1/47, 11/47, 17/94, 6/47, 11/47, 6/47), (8/47, 9/47, 5/47, 6/47, 7/47, 5/47, 7/47), (-1/47, -7/47, 17/47, 11/47, 5/47, 17/47, 5/47), (8/47, 9/47, 5/47, 6/47, 7/47, 5/47, 7/47) 
 (25/94, 17/47, -1/47, 8/47, 8/47, 7/94, -1/47), (17/47, 25/47, -7/47, 9/47, 9/47, 1/47, -7/47), (-1/47, -7/47, 17/47, 5/47, 5/47, 11/47, 17/47), (8/47, 9/47, 5/47, 7/47, 7/47, 6/47, 5/47), (8/47, 9/47, 5/47, 7/47, 7/47, 6/47, 5/47), (7/94, 1/47, 11/47, 6/47, 6/47, 17/94, 11/47), (-1/47, -7/47, 17/47, 5/47, 5/47, 11/47, 17/47) 
 (25/94, 17/47, 8/47, -1/47, 7/94, 8/47, -1/47), (17/47, 25/47, 9/47, -7/47, 1/47, 9/47, -7/47), (8/47, 9/47, 7/47, 5/47, 6/47, 7/47, 5/47), (-1/47, -7/47, 5/47, 17/47, 11/47, 5/47, 17/47), (7/94, 1/47, 6/47, 11/47, 17/94, 6/47, 11/47), (8/47, 9/47, 7/47, 5/47, 6/47, 7/47, 5/47), (-1/47, -7/47, 5/47, 17/47, 11/47, 5/47, 17/47) 
 (25/94, 17/47, 8/47, -1/47, 8/47, 7/94, -1/47), (17/47, 25/47, 9/47, -7/47, 9/47, 1/47, -7/47), (8/47, 9/47, 7/47, 5/47, 7/47, 6/47, 5/47), (-1/47, -7/47, 5/47, 17/47, 5/47, 11/47, 17/47), (8/47, 9/47, 7/47, 5/47, 7/47, 6/47, 5/47), (7/94, 1/47, 6/47, 11/47, 6/47, 17/94, 11/47), (-1/47, -7/47, 5/47, 17/47, 5/47, 11/47, 17/47) 
 (25/94, 17/47, 8/47, 8/47, -1/47, 7/94, -1/47), (17/47, 25/47, 9/47, 9/47, -7/47, 1/47, -7/47), (8/47, 9/47, 7/47, 7/47, 5/47, 6/47, 5/47), (8/47, 9/47, 7/47, 7/47, 5/47, 6/47, 5/47), (-1/47, -7/47, 5/47, 5/47, 17/47, 11/47, 17/47), (7/94, 1/47, 6/47, 6/47, 11/47, 17/94, 11/47), (-1/47, -7/47, 5/47, 5/47, 17/47, 11/47, 17/47) 
 (25/94, 17/47, 8/47, 8/47, 7/94, -1/47, -1/47), (17/47, 25/47, 9/47, 9/47, 1/47, -7/47, -7/47), (8/47, 9/47, 7/47, 7/47, 6/47, 5/47, 5/47), (8/47, 9/47, 7/47, 7/47, 6/47, 5/47, 5/47), (7/94, 1/47, 6/47, 6/47, 17/94, 11/47, 11/47), (-1/47, -7/47, 5/47, 5/47, 11/47, 17/47, 17/47), (-1/47, -7/47, 5/47, 5/47, 11/47, 17/47, 17/47) 
 (25/94, 8/47, -1/47, 17/47, 7/94, 8/47, -1/47), (8/47, 7/47, 5/47, 9/47, 6/47, 7/47, 5/47), (-1/47, 5/47, 17/47, -7/47, 11/47, 5/47, 17/47), (17/47, 9/47, -7/47, 25/47, 1/47, 9/47, -7/47), (7/94, 6/47, 11/47, 1/47, 17/94, 6/47, 11/47), (8/47, 7/47, 5/47, 9/47, 6/47, 7/47, 5/47), (-1/47, 5/47, 17/47, -7/47, 11/47, 5/47, 17/47) 
 (25/94, 8/47, -1/47, 17/47, 8/47, 7/94, -1/47), (8/47, 7/47, 5/47, 9/47, 7/47, 6/47, 5/47), (-1/47, 5/47, 17/47, -7/47, 5/47, 11/47, 17/47), (17/47, 9/47, -7/47, 25/47, 9/47, 1/47, -7/47), (8/47, 7/47, 5/47, 9/47, 7/47, 6/47, 5/47), (7/94, 6/47, 11/47, 1/47, 6/47, 17/94, 11/47), (-1/47, 5/47, 17/47, -7/47, 5/47, 11/47, 17/47) 
 (25/94, 8/47, -1/47, 8/47, 17/47, 7/94, -1/47), (8/47, 7/47, 5/47, 7/47, 9/47, 6/47, 5/47), (-1/47, 5/47, 17/47, 5/47, -7/47, 11/47, 17/47), (8/47, 7/47, 5/47, 7/47, 9/47, 6/47, 5/47), (17/47, 9/47, -7/47, 9/47, 25/47, 1/47, -7/47), (7/94, 6/47, 11/47, 6/47, 1/47, 17/94, 11/47), (-1/47, 5/47, 17/47, 5/47, -7/47, 11/47, 17/47) 
 (25/94, 8/47, 17/47, -1/47, 7/94, 8/47, -1/47), (8/47, 7/47, 9/47, 5/47, 6/47, 7/47, 5/47), (17/47, 9/47, 25/47, -7/47, 1/47, 9/47, -7/47), (-1/47, 5/47, -7/47, 17/47, 11/47, 5/47, 17/47), (7/94, 6/47, 1/47, 11/47, 17/94, 6/47, 11/47), (8/47, 7/47, 9/47, 5/47, 6/47, 7/47, 5/47), (-1/47, 5/47, -7/47, 17/47, 11/47, 5/47, 17/47) 
 (25/94, 8/47, 17/47, -1/47, 8/47, 7/94, -1/47), (8/47, 7/47, 9/47, 5/47, 7/47, 6/47, 5/47), (17/47, 9/47, 25/47, -7/47, 9/47, 1/47, -7/47), (-1/47, 5/47, -7/47, 17/47, 5/47, 11/47, 17/47), (8/47, 7/47, 9/47, 5/47, 7/47, 6/47, 5/47), (7/94, 6/47, 1/47, 11/47, 6/47, 17/94, 11/47), (-1/47, 5/47, -7/47, 17/47, 5/47, 11/47, 17/47) 
 (25/94, 8/47, 17/47, 8/47, -1/47, 7/94, -1/47), (8/47, 7/47, 9/47, 7/47, 5/47, 6/47, 5/47), (17/47, 9/47, 25/47, 9/47, -7/47, 1/47, -7/47), (8/47, 7/47, 9/47, 7/47, 5/47, 6/47, 5/47), (-1/47, 5/47, -7/47, 5/47, 17/47, 11/47, 17/47), (7/94, 6/47, 1/47, 6/47, 11/47, 17/94, 11/47), (-1/47, 5/47, -7/47, 5/47, 17/47, 11/47, 17/47) 
 (25/94, 8/47, 8/47, -1/47, 17/47, 7/94, -1/47), (8/47, 7/47, 7/47, 5/47, 9/47, 6/47, 5/47), (8/47, 7/47, 7/47, 5/47, 9/47, 6/47, 5/47), (-1/47, 5/47, 5/47, 17/47, -7/47, 11/47, 17/47), (17/47, 9/47, 9/47, -7/47, 25/47, 1/47, -7/47), (7/94, 6/47, 6/47, 11/47, 1/47, 17/94, 11/47), (-1/47, 5/47, 5/47, 17/47, -7/47, 11/47, 17/47) 
 (25/94, 8/47, 8/47, 17/47, -1/47, 7/94, -1/47), (8/47, 7/47, 7/47, 9/47, 5/47, 6/47, 5/47), (8/47, 7/47, 7/47, 9/47, 5/47, 6/47, 5/47), (17/47, 9/47, 9/47, 25/47, -7/47, 1/47, -7/47), (-1/47, 5/47, 5/47, -7/47, 17/47, 11/47, 17/47), (7/94, 6/47, 6/47, 1/47, 11/47, 17/94, 11/47), (-1/47, 5/47, 5/47, -7/47, 17/47, 11/47, 17/47) 
 (255/416, 33/416, 9/26, 107/416, -1/104, -41/416, -3/16), (33/416, 63/416, 3/26, 53/416, 17/104, 73/416, 3/16), (9/26, 3/26, 3/13, 5/26, 1/13, 1/26, 0), (107/416, 53/416, 5/26, 71/416, 11/104, 35/416, 1/16), (-1/104, 17/104, 1/13, 11/104, 5/26, 23/104, 1/4), (-41/416, 73/416, 1/26, 35/416, 23/104, 111/416, 5/16), (-3/16, 3/16, 0, 1/16, 1/4, 5/16, 3/8) 
 (255/416, 9/26, 107/416, 33/416, -1/104, -41/416, -3/16), (9/26, 3/13, 5/26, 3/26, 1/13, 1/26, 0), (107/416, 5/26, 71/416, 53/416, 11/104, 35/416, 1/16), (33/416, 3/26, 53/416, 63/416, 17/104, 73/416, 3/16), (-1/104, 1/13, 11/104, 17/104, 5/26, 23/104, 1/4), (-41/416, 1/26, 35/416, 73/416, 23/104, 111/416, 5/16), (-3/16, 0, 1/16, 3/16, 1/4, 5/16, 3/8) 
 (255/416, 9/26, 33/416, 107/416, -1/104, -41/416, -3/16), (9/26, 3/13, 3/26, 5/26, 1/13, 1/26, 0), (33/416, 3/26, 63/416, 53/416, 17/104, 73/416, 3/16), (107/416, 5/26, 53/416, 71/416, 11/104, 35/416, 1/16), (-1/104, 1/13, 17/104, 11/104, 5/26, 23/104, 1/4), (-41/416, 1/26, 73/416, 35/416, 23/104, 111/416, 5/16), (-3/16, 0, 3/16, 1/16, 1/4, 5/16, 3/8) 
 (26/101, 35/101, 43/202, 7/202, 25/202, 8/101, -11/202), (35/101, 51/101, 27/101, -5/101, 11/101, 3/101, -21/101), (43/202, 27/101, 75/404, 31/404, 53/404, 21/202, 9/404), (7/202, -5/101, 31/404, 99/404, 65/404, 41/202, 133/404), (25/202, 11/101, 53/404, 65/404, 59/404, 31/202, 71/404), (8/101, 3/101, 21/202, 41/202, 31/202, 18/101, 51/202), (-11/202, -21/101, 9/404, 133/404, 71/404, 51/202, 195/404) 
 (26/101, 61/202, 17/101, 43/202, 25/202, 7/202, -10/101), (61/202, 147/404, 18/101, 97/404, 47/404, -3/404, -39/202), (17/101, 18/101, 15/101, 16/101, 14/101, 12/101, 9/101), (43/202, 97/404, 16/101, 75/404, 53/404, 31/404, -1/202), (25/202, 47/404, 14/101, 53/404, 59/404, 65/404, 37/202), (7/202, -3/404, 12/101, 31/404, 65/404, 99/404, 75/202), (-10/101, -39/202, 9/101, -1/202, 37/202, 75/202, 66/101) 
 (26/101, 61/202, 43/202, 17/101, 25/202, 7/202, -10/101), (61/202, 147/404, 97/404, 18/101, 47/404, -3/404, -39/202), (43/202, 97/404, 75/404, 16/101, 53/404, 31/404, -1/202), (17/101, 18/101, 16/101, 15/101, 14/101, 12/101, 9/101), (25/202, 47/404, 53/404, 14/101, 59/404, 65/404, 37/202), (7/202, -3/404, 31/404, 12/101, 65/404, 99/404, 75/202), (-10/101, -39/202, -1/202, 9/101, 37/202, 75/202, 66/101) 
 (26/61, 15/61, 19/122, -25/122, 41/122, 4/61, -3/122), (15/61, 11/61, 9/61, 1/61, 13/61, 7/61, 5/61), (19/122, 9/61, 35/244, 31/244, 37/244, 17/122, 33/244), (-25/122, 1/61, 31/244, 139/244, -23/244, 29/122, 85/244), (41/122, 13/61, 37/244, -23/244, 67/244, 11/122, 7/244), (4/61, 7/61, 17/122, 29/122, 11/122, 10/61, 23/122), (-3/122, 5/61, 33/244, 85/244, 7/244, 23/122, 59/244) 
 (26/61, 15/61, 19/122, 41/122, -25/122, 4/61, -3/122), (15/61, 11/61, 9/61, 13/61, 1/61, 7/61, 5/61), (19/122, 9/61, 35/244, 37/244, 31/244, 17/122, 33/244), (41/122, 13/61, 37/244, 67/244, -23/244, 11/122, 7/244), (-25/122, 1/61, 31/244, -23/244, 139/244, 29/122, 85/244), (4/61, 7/61, 17/122, 11/122, 29/122, 10/61, 23/122), (-3/122, 5/61, 33/244, 7/244, 85/244, 23/122, 59/244) 
 (26/61, 15/61, 19/122, 41/122, 4/61, -25/122, -3/122), (15/61, 11/61, 9/61, 13/61, 7/61, 1/61, 5/61), (19/122, 9/61, 35/244, 37/244, 17/122, 31/244, 33/244), (41/122, 13/61, 37/244, 67/244, 11/122, -23/244, 7/244), (4/61, 7/61, 17/122, 11/122, 10/61, 29/122, 23/122), (-25/122, 1/61, 31/244, -23/244, 29/122, 139/244, 85/244), (-3/122, 5/61, 33/244, 7/244, 23/122, 85/244, 59/244) 
 (26/61, 15/61, 19/122, 41/122, 4/61, -3/122, -25/122), (15/61, 11/61, 9/61, 13/61, 7/61, 5/61, 1/61), (19/122, 9/61, 35/244, 37/244, 17/122, 33/244, 31/244), (41/122, 13/61, 37/244, 67/244, 11/122, 7/244, -23/244), (4/61, 7/61, 17/122, 11/122, 10/61, 23/122, 29/122), (-3/122, 5/61, 33/244, 7/244, 23/122, 59/244, 85/244), (-25/122, 1/61, 31/244, -23/244, 29/122, 85/244, 139/244) 
 (26/61, 15/61, -3/122, 41/122, 19/122, 4/61, -25/122), (15/61, 11/61, 5/61, 13/61, 9/61, 7/61, 1/61), (-3/122, 5/61, 59/244, 7/244, 33/244, 23/122, 85/244), (41/122, 13/61, 7/244, 67/244, 37/244, 11/122, -23/244), (19/122, 9/61, 33/244, 37/244, 35/244, 17/122, 31/244), (4/61, 7/61, 23/122, 11/122, 17/122, 10/61, 29/122), (-25/122, 1/61, 85/244, -23/244, 31/244, 29/122, 139/244) 
 (26/61, 15/61, -3/122, 41/122, 4/61, 19/122, -25/122), (15/61, 11/61, 5/61, 13/61, 7/61, 9/61, 1/61), (-3/122, 5/61, 59/244, 7/244, 23/122, 33/244, 85/244), (41/122, 13/61, 7/244, 67/244, 11/122, 37/244, -23/244), (4/61, 7/61, 23/122, 11/122, 10/61, 17/122, 29/122), (19/122, 9/61, 33/244, 37/244, 17/122, 35/244, 31/244), (-25/122, 1/61, 85/244, -23/244, 29/122, 31/244, 139/244) 
 (26/61, 15/61, 41/122, 19/122, -3/122, 4/61, -25/122), (15/61, 11/61, 13/61, 9/61, 5/61, 7/61, 1/61), (41/122, 13/61, 67/244, 37/244, 7/244, 11/122, -23/244), (19/122, 9/61, 37/244, 35/244, 33/244, 17/122, 31/244), (-3/122, 5/61, 7/244, 33/244, 59/244, 23/122, 85/244), (4/61, 7/61, 11/122, 17/122, 23/122, 10/61, 29/122), (-25/122, 1/61, -23/244, 31/244, 85/244, 29/122, 139/244) 
 (26/61, 15/61, 41/122, 19/122, 4/61, -25/122, -3/122), (15/61, 11/61, 13/61, 9/61, 7/61, 1/61, 5/61), (41/122, 13/61, 67/244, 37/244, 11/122, -23/244, 7/244), (19/122, 9/61, 37/244, 35/244, 17/122, 31/244, 33/244), (4/61, 7/61, 11/122, 17/122, 10/61, 29/122, 23/122), (-25/122, 1/61, -23/244, 31/244, 29/122, 139/244, 85/244), (-3/122, 5/61, 7/244, 33/244, 23/122, 85/244, 59/244) 
 (26/61, 15/61, 41/122, 19/122, 4/61, -3/122, -25/122), (15/61, 11/61, 13/61, 9/61, 7/61, 5/61, 1/61), (41/122, 13/61, 67/244, 37/244, 11/122, 7/244, -23/244), (19/122, 9/61, 37/244, 35/244, 17/122, 33/244, 31/244), (4/61, 7/61, 11/122, 17/122, 10/61, 23/122, 29/122), (-3/122, 5/61, 7/244, 33/244, 23/122, 59/244, 85/244), (-25/122, 1/61, -23/244, 31/244, 29/122, 85/244, 139/244) 
 (26/61, 15/61, 41/122, -3/122, 19/122, 4/61, -25/122), (15/61, 11/61, 13/61, 5/61, 9/61, 7/61, 1/61), (41/122, 13/61, 67/244, 7/244, 37/244, 11/122, -23/244), (-3/122, 5/61, 7/244, 59/244, 33/244, 23/122, 85/244), (19/122, 9/61, 37/244, 33/244, 35/244, 17/122, 31/244), (4/61, 7/61, 11/122, 23/122, 17/122, 10/61, 29/122), (-25/122, 1/61, -23/244, 85/244, 31/244, 29/122, 139/244) 
 (26/61, 15/61, 41/122, -3/122, 4/61, 19/122, -25/122), (15/61, 11/61, 13/61, 5/61, 7/61, 9/61, 1/61), (41/122, 13/61, 67/244, 7/244, 11/122, 37/244, -23/244), (-3/122, 5/61, 7/244, 59/244, 23/122, 33/244, 85/244), (4/61, 7/61, 11/122, 23/122, 10/61, 17/122, 29/122), (19/122, 9/61, 37/244, 33/244, 17/122, 35/244, 31/244), (-25/122, 1/61, -23/244, 85/244, 29/122, 31/244, 139/244) 
 (26/61, 19/122, 15/61, 41/122, 4/61, -3/122, -25/122), (19/122, 35/244, 9/61, 37/244, 17/122, 33/244, 31/244), (15/61, 9/61, 11/61, 13/61, 7/61, 5/61, 1/61), (41/122, 37/244, 13/61, 67/244, 11/122, 7/244, -23/244), (4/61, 17/122, 7/61, 11/122, 10/61, 23/122, 29/122), (-3/122, 33/244, 5/61, 7/244, 23/122, 59/244, 85/244), (-25/122, 31/244, 1/61, -23/244, 29/122, 85/244, 139/244) 
 (26/61, 19/122, 4/61, 41/122, -3/122, 15/61, -25/122), (19/122, 35/244, 17/122, 37/244, 33/244, 9/61, 31/244), (4/61, 17/122, 10/61, 11/122, 23/122, 7/61, 29/122), (41/122, 37/244, 11/122, 67/244, 7/244, 13/61, -23/244), (-3/122, 33/244, 23/122, 7/244, 59/244, 5/61, 85/244), (15/61, 9/61, 7/61, 13/61, 5/61, 11/61, 1/61), (-25/122, 31/244, 29/122, -23/244, 85/244, 1/61, 139/244) 
 (26/61, 19/122, 41/122, 15/61, 4/61, -3/122, -25/122), (19/122, 35/244, 37/244, 9/61, 17/122, 33/244, 31/244), (41/122, 37/244, 67/244, 13/61, 11/122, 7/244, -23/244), (15/61, 9/61, 13/61, 11/61, 7/61, 5/61, 1/61), (4/61, 17/122, 11/122, 7/61, 10/61, 23/122, 29/122), (-3/122, 33/244, 7/244, 5/61, 23/122, 59/244, 85/244), (-25/122, 31/244, -23/244, 1/61, 29/122, 85/244, 139/244) 
 (26/61, 19/122, 41/122, 4/61, 15/61, -3/122, -25/122), (19/122, 35/244, 37/244, 17/122, 9/61, 33/244, 31/244), (41/122, 37/244, 67/244, 11/122, 13/61, 7/244, -23/244), (4/61, 17/122, 11/122, 10/61, 7/61, 23/122, 29/122), (15/61, 9/61, 13/61, 7/61, 11/61, 5/61, 1/61), (-3/122, 33/244, 7/244, 23/122, 5/61, 59/244, 85/244), (-25/122, 31/244, -23/244, 29/122, 1/61, 85/244, 139/244) 
 (26/61, 19/122, 41/122, 4/61, -3/122, 15/61, -25/122), (19/122, 35/244, 37/244, 17/122, 33/244, 9/61, 31/244), (41/122, 37/244, 67/244, 11/122, 7/244, 13/61, -23/244), (4/61, 17/122, 11/122, 10/61, 23/122, 7/61, 29/122), (-3/122, 33/244, 7/244, 23/122, 59/244, 5/61, 85/244), (15/61, 9/61, 13/61, 7/61, 5/61, 11/61, 1/61), (-25/122, 31/244, -23/244, 29/122, 85/244, 1/61, 139/244) 
 (26/61, -3/122, 15/61, 4/61, 41/122, 19/122, -25/122), (-3/122, 59/244, 5/61, 23/122, 7/244, 33/244, 85/244), (15/61, 5/61, 11/61, 7/61, 13/61, 9/61, 1/61), (4/61, 23/122, 7/61, 10/61, 11/122, 17/122, 29/122), (41/122, 7/244, 13/61, 11/122, 67/244, 37/244, -23/244), (19/122, 33/244, 9/61, 17/122, 37/244, 35/244, 31/244), (-25/122, 85/244, 1/61, 29/122, -23/244, 31/244, 139/244) 
 (26/61, -3/122, 41/122, 15/61, 19/122, 4/61, -25/122), (-3/122, 59/244, 7/244, 5/61, 33/244, 23/122, 85/244), (41/122, 7/244, 67/244, 13/61, 37/244, 11/122, -23/244), (15/61, 5/61, 13/61, 11/61, 9/61, 7/61, 1/61), (19/122, 33/244, 37/244, 9/61, 35/244, 17/122, 31/244), (4/61, 23/122, 11/122, 7/61, 17/122, 10/61, 29/122), (-25/122, 85/244, -23/244, 1/61, 31/244, 29/122, 139/244) 
 (26/61, 41/122, 15/61, 19/122, -3/122, -25/122, 4/61), (41/122, 67/244, 13/61, 37/244, 7/244, -23/244, 11/122), (15/61, 13/61, 11/61, 9/61, 5/61, 1/61, 7/61), (19/122, 37/244, 9/61, 35/244, 33/244, 31/244, 17/122), (-3/122, 7/244, 5/61, 33/244, 59/244, 85/244, 23/122), (-25/122, -23/244, 1/61, 31/244, 85/244, 139/244, 29/122), (4/61, 11/122, 7/61, 17/122, 23/122, 29/122, 10/61) 
